number;Indicator;Group;State;Subgroup;Phase;Time Period;Time Period Label;Time Period Start Date;Time Period End Date;Value;Low CI;High CI;Confidence Interval;Quartile Range
6688;Symptoms of Anxiety Disorder or Depressive Disorder;By State;North Carolina;North Carolina;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;31.8;26.3;37.6;26.3 - 37.6;29.3-31.8
6689;Symptoms of Anxiety Disorder or Depressive Disorder;By State;North Dakota;North Dakota;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;27.0;20.9;33.8;20.9 - 33.8;26.9-29.2
6690;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Ohio;Ohio;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;30.4;26.3;34.7;26.3 - 34.7;29.3-31.8
6691;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Oklahoma;Oklahoma;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;31.2;25.0;37.9;25.0 - 37.9;29.3-31.8
6692;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Oregon;Oregon;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;32.8;29.3;36.5;29.3 - 36.5;31.9-36.5
6693;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Pennsylvania;Pennsylvania;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;29.8;26.3;33.5;26.3 - 33.5;29.3-31.8
6694;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Rhode Island;Rhode Island;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;27.0;21.7;32.9;21.7 - 32.9;26.9-29.2
6695;Symptoms of Anxiety Disorder or Depressive Disorder;By State;South Carolina;South Carolina;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;30.8;26.5;35.2;26.5 - 35.2;29.3-31.8
6696;Symptoms of Anxiety Disorder or Depressive Disorder;By State;South Dakota;South Dakota;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;25.5;20.2;31.5;20.2 - 31.5;22.1-26.8
6697;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Tennessee;Tennessee;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;29.2;25.3;33.5;25.3 - 33.5;26.9-29.2
6698;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Texas;Texas;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;32.2;28.3;36.2;28.3 - 36.2;31.9-36.5
6699;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Utah;Utah;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;29.0;25.3;33.1;25.3 - 33.1;26.9-29.2
6700;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Vermont;Vermont;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;25.9;20.5;31.9;20.5 - 31.9;22.1-26.8
6701;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Virginia;Virginia;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;29.9;26.2;33.8;26.2 - 33.8;29.3-31.8
6702;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Washington;Washington;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;32.4;28.7;36.2;28.7 - 36.2;31.9-36.5
6703;Symptoms of Anxiety Disorder or Depressive Disorder;By State;West Virginia;West Virginia;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;31.8;25.5;38.6;25.5 - 38.6;29.3-31.8
6704;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Wisconsin;Wisconsin;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;22.3;19.1;25.7;19.1 - 25.7;22.1-26.8
6705;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Wyoming;Wyoming;3.1;31;May 26 - Jun 7, 2021;05/26/2021;6/7/21;24.2;18.3;30.9;18.3 - 30.9;22.1-26.8
6706;Symptoms of Depressive Disorder;National Estimate;United States;United States;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;21.6;20.8;22.4;20.8 - 22.4;
6707;Symptoms of Depressive Disorder;By Age;United States;18 - 29 years;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;36.0;33.7;38.4;33.7 - 38.4;
6708;Symptoms of Depressive Disorder;By Age;United States;30 - 39 years;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;25.4;23.8;27.1;23.8 - 27.1;
6709;Symptoms of Depressive Disorder;By Age;United States;40 - 49 years;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;23.2;21.4;25.2;21.4 - 25.2;
6710;Symptoms of Depressive Disorder;By Age;United States;50 - 59 years;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;19.5;18.1;21.1;18.1 - 21.1;
6711;Symptoms of Depressive Disorder;By Age;United States;60 - 69 years;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;16.0;14.6;17.5;14.6 - 17.5;
6712;Symptoms of Depressive Disorder;By Age;United States;70 - 79 years;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;10.7;9.2;12.4;9.2 - 12.4;
6713;Symptoms of Depressive Disorder;By Age;United States;80 years and above;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;6.4;5.1;7.9;5.1 - 7.9;
6714;Symptoms of Depressive Disorder;By Sex;United States;Male;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;20.1;18.9;21.3;18.9 - 21.3;
6715;Symptoms of Depressive Disorder;By Sex;United States;Female;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;23.0;21.8;24.1;21.8 - 24.1;
6716;Symptoms of Depressive Disorder;By Race/Hispanic ethnicity;United States;Hispanic or Latino;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;26.5;24.4;28.8;24.4 - 28.8;
6717;Symptoms of Depressive Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic White, single race;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;19.5;18.6;20.3;18.6 - 20.3;
6718;Symptoms of Depressive Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic Black, single race;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;26.6;24.2;29.1;24.2 - 29.1;
6719;Symptoms of Depressive Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic Asian, single race;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;15.1;12.9;17.5;12.9 - 17.5;
6720;Symptoms of Depressive Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic, other races and multiple races;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;32.2;28.3;36.4;28.3 - 36.4;
6721;Symptoms of Depressive Disorder;By Education;United States;Less than a high school diploma;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;26.2;22.4;30.4;22.4 - 30.4;
6722;Symptoms of Depressive Disorder;By Education;United States;High school diploma or GED;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;25.0;23.2;26.9;23.2 - 26.9;
6723;Symptoms of Depressive Disorder;By Education;United States;Some college/Associate's degree;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;25.2;24.2;26.3;24.2 - 26.3;
6724;Symptoms of Depressive Disorder;By Education;United States;Bachelor's degree or higher;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;14.2;13.5;15.0;13.5 - 15.0;
6725;Symptoms of Depressive Disorder;By Disability status;United States;With disability;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;49.9;47.7;52.1;47.7 - 52.1;
6726;Symptoms of Depressive Disorder;By Disability status;United States;Without disability;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;17.3;16.5;18.2;16.5 - 18.2;
6727;Symptoms of Depressive Disorder;By State;Alabama;Alabama;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;24.5;19.6;29.9;19.6 - 29.9;22.4-31.5
6728;Symptoms of Depressive Disorder;By State;Alaska;Alaska;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;20.3;16.4;24.6;16.4 - 24.6;19.4-20.7
6729;Symptoms of Depressive Disorder;By State;Arizona;Arizona;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;23.3;19.4;27.5;19.4 - 27.5;22.4-31.5
6730;Symptoms of Depressive Disorder;By State;Arkansas;Arkansas;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;20.8;16.1;26.2;16.1 - 26.2;20.8-22.3
6731;Symptoms of Depressive Disorder;By State;California;California;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;21.7;19.4;24.2;19.4 - 24.2;20.8-22.3
6732;Symptoms of Depressive Disorder;By State;Colorado;Colorado;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;20.7;17.5;24.2;17.5 - 24.2;19.4-20.7
6733;Symptoms of Depressive Disorder;By State;Connecticut;Connecticut;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;19.8;15.7;24.4;15.7 - 24.4;19.4-20.7
6734;Symptoms of Depressive Disorder;By State;Delaware;Delaware;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;20.6;13.5;29.4;13.5 - 29.4;19.4-20.7
6735;Symptoms of Depressive Disorder;By State;District of Columbia;District of Columbia;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;18.7;13.6;24.6;13.6 - 24.6;13.2-19.3
6736;Symptoms of Depressive Disorder;By State;Florida;Florida;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;25.7;22.0;29.7;22.0 - 29.7;22.4-31.5
6737;Symptoms of Depressive Disorder;By State;Georgia;Georgia;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;26.5;23.0;30.2;23.0 - 30.2;22.4-31.5
6738;Symptoms of Depressive Disorder;By State;Hawaii;Hawaii;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;18.2;14.5;22.4;14.5 - 22.4;13.2-19.3
6739;Symptoms of Depressive Disorder;By State;Idaho;Idaho;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;21.3;17.6;25.3;17.6 - 25.3;20.8-22.3
6740;Symptoms of Depressive Disorder;By State;Illinois;Illinois;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;22.3;19.5;25.4;19.5 - 25.4;20.8-22.3
6741;Symptoms of Depressive Disorder;By State;Indiana;Indiana;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;20.5;16.6;24.9;16.6 - 24.9;19.4-20.7
6742;Symptoms of Depressive Disorder;By State;Iowa;Iowa;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;22.9;18.4;27.9;18.4 - 27.9;22.4-31.5
6743;Symptoms of Depressive Disorder;By State;Kansas;Kansas;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;19.7;15.3;24.7;15.3 - 24.7;19.4-20.7
6744;Symptoms of Depressive Disorder;By State;Kentucky;Kentucky;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;22.0;17.2;27.3;17.2 - 27.3;20.8-22.3
6745;Symptoms of Depressive Disorder;By State;Louisiana;Louisiana;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;23.8;18.8;29.4;18.8 - 29.4;22.4-31.5
6746;Symptoms of Depressive Disorder;By State;Maine;Maine;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;20.1;15.1;25.9;15.1 - 25.9;19.4-20.7
6747;Symptoms of Depressive Disorder;By State;Maryland;Maryland;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;22.6;19.2;26.3;19.2 - 26.3;22.4-31.5
6748;Symptoms of Depressive Disorder;By State;Massachusetts;Massachusetts;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;16.5;13.9;19.3;13.9 - 19.3;13.2-19.3
6749;Symptoms of Depressive Disorder;By State;Michigan;Michigan;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;18.2;15.3;21.3;15.3 - 21.3;13.2-19.3
6750;Symptoms of Depressive Disorder;By State;Minnesota;Minnesota;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;15.8;12.8;19.1;12.8 - 19.1;13.2-19.3
6751;Symptoms of Depressive Disorder;By State;Mississippi;Mississippi;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;31.5;25.5;37.9;25.5 - 37.9;22.4-31.5
6752;Symptoms of Depressive Disorder;By State;Missouri;Missouri;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;20.9;17.2;25.0;17.2 - 25.0;20.8-22.3
6753;Symptoms of Depressive Disorder;By State;Montana;Montana;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;16.2;12.8;20.2;12.8 - 20.2;13.2-19.3
6754;Symptoms of Depressive Disorder;By State;Nebraska;Nebraska;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;18.6;15.2;22.4;15.2 - 22.4;13.2-19.3
6755;Symptoms of Depressive Disorder;By State;Nevada;Nevada;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;25.2;21.5;29.1;21.5 - 29.1;22.4-31.5
6756;Symptoms of Depressive Disorder;By State;New Hampshire;New Hampshire;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;13.2;9.6;17.6;9.6 - 17.6;13.2-19.3
6757;Symptoms of Depressive Disorder;By State;New Jersey;New Jersey;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;20.3;16.8;24.1;16.8 - 24.1;19.4-20.7
6758;Symptoms of Depressive Disorder;By State;New Mexico;New Mexico;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;27.5;22.3;33.1;22.3 - 33.1;22.4-31.5
6759;Symptoms of Depressive Disorder;By State;New York;New York;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;20.0;15.8;24.8;15.8 - 24.8;19.4-20.7
6760;Symptoms of Depressive Disorder;By State;North Carolina;North Carolina;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;18.7;15.5;22.3;15.5 - 22.3;13.2-19.3
6761;Symptoms of Depressive Disorder;By State;North Dakota;North Dakota;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;19.3;13.9;25.7;13.9 - 25.7;13.2-19.3
6762;Symptoms of Depressive Disorder;By State;Ohio;Ohio;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;20.6;16.5;25.1;16.5 - 25.1;19.4-20.7
6763;Symptoms of Depressive Disorder;By State;Oklahoma;Oklahoma;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;27.3;22.9;31.9;22.9 - 31.9;22.4-31.5
6764;Symptoms of Depressive Disorder;By State;Oregon;Oregon;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;20.8;17.7;24.1;17.7 - 24.1;20.8-22.3
6765;Symptoms of Depressive Disorder;By State;Pennsylvania;Pennsylvania;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;19.7;16.9;22.8;16.9 - 22.8;19.4-20.7
6766;Symptoms of Depressive Disorder;By State;Rhode Island;Rhode Island;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;19.9;13.9;26.9;13.9 - 26.9;19.4-20.7
6767;Symptoms of Depressive Disorder;By State;South Carolina;South Carolina;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;21.8;17.3;26.8;17.3 - 26.8;20.8-22.3
6768;Symptoms of Depressive Disorder;By State;South Dakota;South Dakota;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;15.6;11.6;20.3;11.6 - 20.3;13.2-19.3
6769;Symptoms of Depressive Disorder;By State;Tennessee;Tennessee;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;21.6;17.6;26.1;17.6 - 26.1;20.8-22.3
6770;Symptoms of Depressive Disorder;By State;Texas;Texas;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;23.7;20.8;26.9;20.8 - 26.9;22.4-31.5
6771;Symptoms of Depressive Disorder;By State;Utah;Utah;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;20.7;17.9;23.7;17.9 - 23.7;19.4-20.7
6772;Symptoms of Depressive Disorder;By State;Vermont;Vermont;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;16.5;11.2;23.0;11.2 - 23.0;13.2-19.3
6773;Symptoms of Depressive Disorder;By State;Virginia;Virginia;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;20.6;16.9;24.7;16.9 - 24.7;19.4-20.7
6774;Symptoms of Depressive Disorder;By State;Washington;Washington;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;21.3;19.0;23.8;19.0 - 23.8;20.8-22.3
6775;Symptoms of Depressive Disorder;By State;West Virginia;West Virginia;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;21.3;15.8;27.7;15.8 - 27.7;20.8-22.3
6776;Symptoms of Depressive Disorder;By State;Wisconsin;Wisconsin;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;15.1;11.3;19.4;11.3 - 19.4;13.2-19.3
6777;Symptoms of Depressive Disorder;By State;Wyoming;Wyoming;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;20.9;16.4;26.1;16.4 - 26.1;20.8-22.3
6778;Symptoms of Anxiety Disorder;National Estimate;United States;United States;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;26.1;25.2;26.9;25.2 - 26.9;
6779;Symptoms of Anxiety Disorder;By Age;United States;18 - 29 years;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;38.6;36.0;41.3;36.0 - 41.3;
6780;Symptoms of Anxiety Disorder;By Age;United States;30 - 39 years;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;32.3;30.5;34.2;30.5 - 34.2;
6781;Symptoms of Anxiety Disorder;By Age;United States;40 - 49 years;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;29.6;27.7;31.7;27.7 - 31.7;
6782;Symptoms of Anxiety Disorder;By Age;United States;50 - 59 years;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;24.9;23.4;26.5;23.4 - 26.5;
6783;Symptoms of Anxiety Disorder;By Age;United States;60 - 69 years;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;18.9;17.6;20.3;17.6 - 20.3;
6784;Symptoms of Anxiety Disorder;By Age;United States;70 - 79 years;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;13.1;11.6;14.8;11.6 - 14.8;
6785;Symptoms of Anxiety Disorder;By Age;United States;80 years and above;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;7.6;5.6;9.9;5.6 - 9.9;
6786;Symptoms of Anxiety Disorder;By Sex;United States;Male;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;23.2;21.9;24.5;21.9 - 24.5;
6787;Symptoms of Anxiety Disorder;By Sex;United States;Female;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;28.8;27.8;29.8;27.8 - 29.8;
6788;Symptoms of Anxiety Disorder;By Race/Hispanic ethnicity;United States;Hispanic or Latino;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;31.0;28.3;33.8;28.3 - 33.8;
6789;Symptoms of Anxiety Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic White, single race;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;24.6;23.7;25.4;23.7 - 25.4;
6790;Symptoms of Anxiety Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic Black, single race;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;27.1;24.5;29.9;24.5 - 29.9;
6791;Symptoms of Anxiety Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic Asian, single race;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;19.2;16.9;21.6;16.9 - 21.6;
6792;Symptoms of Anxiety Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic, other races and multiple races;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;39.7;35.9;43.7;35.9 - 43.7;
6793;Symptoms of Anxiety Disorder;By Education;United States;Less than a high school diploma;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;29.1;24.7;33.8;24.7 - 33.8;
6794;Symptoms of Anxiety Disorder;By Education;United States;High school diploma or GED;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;28.7;27.0;30.5;27.0 - 30.5;
6795;Symptoms of Anxiety Disorder;By Education;United States;Some college/Associate's degree;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;29.4;28.1;30.7;28.1 - 30.7;
6796;Symptoms of Anxiety Disorder;By Education;United States;Bachelor's degree or higher;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;20.2;19.4;21.0;19.4 - 21.0;
6797;Symptoms of Anxiety Disorder;By Disability status;United States;With disability;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;54.1;52.0;56.1;52.0 - 56.1;
6798;Symptoms of Anxiety Disorder;By Disability status;United States;Without disability;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;21.9;21.1;22.8;21.1 - 22.8;
6799;Symptoms of Anxiety Disorder;By State;Alabama;Alabama;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;24.4;20.2;29.1;20.2 - 29.1;22.9-25.1
6800;Symptoms of Anxiety Disorder;By State;Alaska;Alaska;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;27.1;22.9;31.7;22.9 - 31.7;25.2-28.1
6801;Symptoms of Anxiety Disorder;By State;Arizona;Arizona;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;27.2;23.4;31.2;23.4 - 31.2;25.2-28.1
6802;Symptoms of Anxiety Disorder;By State;Arkansas;Arkansas;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;28.4;22.5;34.9;22.5 - 34.9;28.2-35.7
6803;Symptoms of Anxiety Disorder;By State;California;California;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;27.2;24.6;29.8;24.6 - 29.8;25.2-28.1
6804;Symptoms of Anxiety Disorder;By State;Colorado;Colorado;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;23.9;20.4;27.6;20.4 - 27.6;22.9-25.1
6805;Symptoms of Anxiety Disorder;By State;Connecticut;Connecticut;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;28.1;23.5;33.0;23.5 - 33.0;25.2-28.1
6806;Symptoms of Anxiety Disorder;By State;Delaware;Delaware;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;26.4;20.9;32.5;20.9 - 32.5;25.2-28.1
6807;Symptoms of Anxiety Disorder;By State;District of Columbia;District of Columbia;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;22.4;16.6;29.0;16.6 - 29.0;17.3-22.8
6808;Symptoms of Anxiety Disorder;By State;Florida;Florida;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;31.7;27.7;36.0;27.7 - 36.0;28.2-35.7
6809;Symptoms of Anxiety Disorder;By State;Georgia;Georgia;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;24.8;21.7;28.2;21.7 - 28.2;22.9-25.1
6810;Symptoms of Anxiety Disorder;By State;Hawaii;Hawaii;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;22.2;18.7;25.9;18.7 - 25.9;17.3-22.8
6811;Symptoms of Anxiety Disorder;By State;Idaho;Idaho;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;26.1;22.2;30.2;22.2 - 30.2;25.2-28.1
6812;Symptoms of Anxiety Disorder;By State;Illinois;Illinois;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;22.5;19.4;25.8;19.4 - 25.8;17.3-22.8
6813;Symptoms of Anxiety Disorder;By State;Indiana;Indiana;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;24.3;20.8;28.1;20.8 - 28.1;22.9-25.1
6814;Symptoms of Anxiety Disorder;By State;Iowa;Iowa;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;28.7;23.8;33.9;23.8 - 33.9;28.2-35.7
6815;Symptoms of Anxiety Disorder;By State;Kansas;Kansas;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;19.9;16.7;23.6;16.7 - 23.6;17.3-22.8
6816;Symptoms of Anxiety Disorder;By State;Kentucky;Kentucky;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;30.1;23.5;37.3;23.5 - 37.3;28.2-35.7
6817;Symptoms of Anxiety Disorder;By State;Louisiana;Louisiana;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;31.7;26.4;37.5;26.4 - 37.5;28.2-35.7
6818;Symptoms of Anxiety Disorder;By State;Maine;Maine;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;24.6;19.3;30.6;19.3 - 30.6;22.9-25.1
6819;Symptoms of Anxiety Disorder;By State;Maryland;Maryland;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;26.9;23.0;31.0;23.0 - 31.0;25.2-28.1
6820;Symptoms of Anxiety Disorder;By State;Massachusetts;Massachusetts;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;22.4;19.1;25.9;19.1 - 25.9;17.3-22.8
6821;Symptoms of Anxiety Disorder;By State;Michigan;Michigan;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;24.1;20.5;28.0;20.5 - 28.0;22.9-25.1
6822;Symptoms of Anxiety Disorder;By State;Minnesota;Minnesota;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;22.5;18.8;26.6;18.8 - 26.6;17.3-22.8
6823;Symptoms of Anxiety Disorder;By State;Mississippi;Mississippi;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;31.7;24.7;39.3;24.7 - 39.3;28.2-35.7
6824;Symptoms of Anxiety Disorder;By State;Missouri;Missouri;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;28.9;24.8;33.2;24.8 - 33.2;28.2-35.7
6825;Symptoms of Anxiety Disorder;By State;Montana;Montana;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;24.0;19.5;29.0;19.5 - 29.0;22.9-25.1
6826;Symptoms of Anxiety Disorder;By State;Nebraska;Nebraska;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;21.8;17.9;26.0;17.9 - 26.0;17.3-22.8
6827;Symptoms of Anxiety Disorder;By State;Nevada;Nevada;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;30.1;25.9;34.7;25.9 - 34.7;28.2-35.7
6828;Symptoms of Anxiety Disorder;By State;New Hampshire;New Hampshire;3.1;32;Jun 9 - Jun 21, 2021;6/9/21;06/21/2021;19.1;14.4;24.5;14.4 - 24.5;17.3-22.8
